# Constructed from biom file
#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	OE4	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	OE3
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.00208776984425	0.000660229429727	0.00437326063497	0.00214527662778	0.00126063662149	0.00136169109065	0.00533855926477	0.00448886760833	0.000664933808862	0.0011681268252	0.000838222967309	0.000850340136054	0.00208838025228	0.00269993482916	0.00180892402519	0.0014549732223	0.000824193241615	0.00157798165138	0.00116577290744	0.000803643182427	0.00350144771396	0.000964320154291	0.00197355437142	0.000599340725202	0.000970559689421	0.000430292598967	0.000849978750531
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119703136222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other	0.00025053238131	0.000330114714863	0.000397569148634	0.000112909296199	0.0	0.000259369731552	6.7576699554e-05	0.000179554704333	0.000272018376353	0.000278125434571	0.000698519139424	0.0	0.000306295770334	0.000372404804022	0.000133994372236	0.000309568770702	0.000253597920497	0.000110091743119	0.000233154581488	0.0	0.000404013197764	0.0	0.000460496019999	0.0	0.0	0.0	0.000849978750531
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__	4.1755396885e-05	0.0	0.00028397796331	0.0	0.0	0.0	0.000202730098662	0.0	0.000120897056157	2.78125434571e-05	0.0	0.0	5.56901400607e-05	0.0	0.000133994372236	3.09568770702e-05	0.0	0.000146788990826	0.0	0.0	6.73355329607e-05	0.0	0.000197355437142	0.0	0.000323519896474	0.000215146299484	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015	0.0	0.0	5.6795592662e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.78125434571e-05	0.0	0.0	0.0	0.0	0.0	3.09568770702e-05	0.000126798960249	0.0	0.0	0.0	6.73355329607e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21	4.1755396885e-05	0.0	5.6795592662e-05	0.000112909296199	0.0	6.48424328881e-05	6.7576699554e-05	0.0	6.04485280783e-05	5.56250869142e-05	6.98519139424e-05	0.0	8.35352100911e-05	0.0	6.69971861182e-05	9.28706312107e-05	0.000126798960249	7.33944954128e-05	0.0	0.0	0.0	0.0	0.000131570291428	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.000793352540816	0.000165057357432	0.000738342704606	0.000865637937524	0.000630318310747	0.00032421216444	0.000946073793756	0.000718218817333	0.000423139696548	0.000278125434571	0.000488963397597	0.0	0.000250605630273	0.000837910809049	0.000535977488945	0.000464353156054	0.00044379636087	0.000330275229358	0.000466309162975	0.000535762121618	0.000538684263686	0.000192864030858	0.000394710874285	0.000299670362601	0.0	0.000430292598967	0.000849978750531
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513	0.0	0.0	5.6795592662e-05	0.0	0.0	0.0	6.7576699554e-05	5.98515681111e-05	3.02242640392e-05	2.78125434571e-05	0.0	0.0	0.0	9.31012010055e-05	6.69971861182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__S035;o__	0.000208776984425	0.0	5.6795592662e-05	3.76364320662e-05	0.0	6.48424328881e-05	0.000270306798216	5.98515681111e-05	0.000151121320196	0.000139062717285	0.0	0.0	8.35352100911e-05	9.31012010055e-05	0.000133994372236	0.000123827508281	6.33994801243e-05	0.000110091743119	0.0	0.0	0.000202006598882	0.0	6.57851457141e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	0.000459309365736	8.25286787159e-05	0.000227182370648	0.000188182160331	0.000315159155373	0.0	6.7576699554e-05	0.000239406272444	0.000211569848274	0.000111250173828	0.00027940765577	0.0	0.000222760560243	0.0	0.000200991558355	0.000247655016562	0.0	0.000146788990826	0.0	0.0	0.000269342131843	0.000385728061716	0.000131570291428	0.000299670362601	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.000626330953276	0.000165057357432	0.00028397796331	0.000526910048927	0.0	0.000453897030217	0.000135153399108	0.000418960976778	0.000423139696548	0.00100125156446	0.00055881531154	0.0	0.000361985910395	0.000558607206033	0.000133994372236	0.000495310033124	6.33994801243e-05	0.000256880733945	0.000466309162975	0.0	0.000808026395529	0.0	0.000197355437142	0.000299670362601	0.000647039792947	0.000430292598967	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__	0.0	8.25286787159e-05	0.0	3.76364320662e-05	0.0	6.48424328881e-05	0.0	0.0	0.0	2.78125434571e-05	0.0	0.0	0.0	0.0	6.69971861182e-05	3.09568770702e-05	6.33994801243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78450700304e-05	0.000186202402011	6.69971861182e-05	0.0	0.0	0.0	0.0	0.0	6.73355329607e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	4.1755396885e-05	0.0	0.0	0.0	0.0	6.48424328881e-05	6.7576699554e-05	0.0	9.06727921175e-05	0.0	0.0	0.0	0.0	9.31012010055e-05	6.69971861182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000192864030858	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29	4.1755396885e-05	8.25286787159e-05	0.0	3.76364320662e-05	0.0	0.000129684865776	0.0	0.0	6.04485280783e-05	2.78125434571e-05	6.98519139424e-05	0.0	2.78450700304e-05	0.0	6.69971861182e-05	3.09568770702e-05	6.33994801243e-05	3.66972477064e-05	0.0	0.0	6.73355329607e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	4.1755396885e-05	0.0	0.00028397796331	0.000150545728265	0.0	0.000194527298664	0.000202730098662	0.000239406272444	0.000392915432509	5.56250869142e-05	0.00027940765577	0.0	5.56901400607e-05	9.31012010055e-05	0.000267988744473	0.000278611893632	0.000126798960249	0.000110091743119	0.0	0.0	0.000134671065921	0.0	0.000131570291428	0.0	0.0	0.0	0.000424989375266
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	8.35107937701e-05	0.0	0.0	3.76364320662e-05	0.0	0.0	0.0	0.0	0.0	2.78125434571e-05	0.0	0.0	0.0	0.000186202402011	0.0	0.0	6.33994801243e-05	3.66972477064e-05	0.0	0.0	6.73355329607e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.00680612969226	0.00222827432533	0.00823536093599	0.0059089198344	0.00661834226284	0.00525223706393	0.00783889714826	0.00628441465166	0.00592395575168	0.00375469336671	0.00405141100866	0.00807823129252	0.00534625344583	0.00698259007541	0.00596274956452	0.00547936724143	0.00557915425094	0.00554128440367	0.00326416414083	0.00669702652023	0.00599286243351	0.00597878495661	0.00394710874285	0.00809109979023	0.00711743772242	0.00473321858864	0.00807479813005
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.257129734018	0.123545432038	0.258363151019	0.212344749718	0.284273558147	0.16547788873	0.199756723882	0.184043571942	0.218098289307	0.146516478932	0.165968147527	0.247448979592	0.222120123632	0.200633088167	0.255795256599	0.230412036034	0.238508844227	0.301467889908	0.25227325717	0.272702919904	0.233586963841	0.253230472517	0.15795013486	0.27299970033	0.292461986412	0.226764199656	0.257968550786
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	0.00271410079753	0.0015680448956	0.00744022263872	0.0028980052691	0.00189095493224	0.0043444430035	0.0051358291661	0.00562604740244	0.00438251828568	0.00319844249757	0.0027940765577	0.00297619047619	0.00258959151282	0.00409645284424	0.00321586493367	0.00318855833823	0.00177518544348	0.00322935779817	0.0037304733038	0.00321457272971	0.0053195071039	0.00212150433944	0.00230248009999	0.00599340725202	0.00291167906826	0.00408777969019	0.00382490437739
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales	4.1755396885e-05	0.000165057357432	0.000170386777986	0.0	0.0	0.000129684865776	0.0	0.000119703136222	0.0	2.78125434571e-05	0.0	0.0	2.78450700304e-05	0.0	0.0	3.09568770702e-05	0.0	0.0	0.0	0.0	6.73355329607e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	0.00025053238131	8.25286787159e-05	0.000397569148634	0.000263455024464	0.0	6.48424328881e-05	0.000405460197324	0.000897773521666	0.000272018376353	0.000166875260743	0.000139703827885	0.0	0.000167070420182	0.000279303603016	0.000267988744473	0.000402439401913	0.000190198440373	0.000220183486239	0.0	0.000267881060809	0.000404013197764	0.0	0.0	0.0	0.000323519896474	0.000215146299484	0.000424989375266
