# Constructed from biom file
#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	OE4	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	OE3
k__Archaea;p__Crenarchaeota	0.00208776984425	0.000660229429727	0.00437326063497	0.00214527662778	0.00126063662149	0.00136169109065	0.00533855926477	0.00448886760833	0.000664933808862	0.0011681268252	0.000838222967309	0.000850340136054	0.00208838025228	0.00269993482916	0.00180892402519	0.0014549732223	0.000824193241615	0.00157798165138	0.00116577290744	0.000803643182427	0.00350144771396	0.000964320154291	0.00197355437142	0.000599340725202	0.000970559689421	0.000430292598967	0.000849978750531
k__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119703136222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other	0.00025053238131	0.000330114714863	0.000397569148634	0.000112909296199	0.0	0.000259369731552	6.7576699554e-05	0.000179554704333	0.000272018376353	0.000278125434571	0.000698519139424	0.0	0.000306295770334	0.000372404804022	0.000133994372236	0.000309568770702	0.000253597920497	0.000110091743119	0.000233154581488	0.0	0.000404013197764	0.0	0.000460496019999	0.0	0.0	0.0	0.000849978750531
k__Bacteria;p__Acidobacteria	0.00238005762245	0.000577700751011	0.00204464133583	0.00199473089951	0.00094547746612	0.00136169109065	0.00202730098662	0.00173569547522	0.00196457716255	0.00180781532471	0.00174629784856	0.0	0.00116949294127	0.00214132762313	0.00180892402519	0.00182645574714	0.00114119064224	0.00124770642202	0.00093261832595	0.000535762121618	0.00228940812067	0.000771456123433	0.00124991776857	0.000899011087803	0.000970559689421	0.00107573149742	0.0012749681258
k__Bacteria;p__Actinobacteria	0.281222598021	0.132623586696	0.288578406316	0.233948061724	0.301292152537	0.185968097523	0.231044735775	0.21325113718	0.243154204195	0.160422750661	0.183361274099	0.269132653061	0.240414334642	0.222046364398	0.274219482782	0.249821997957	0.254802510619	0.32223853211	0.267428304966	0.289579426735	0.258703117635	0.269816779171	0.17130451944	0.299670362601	0.314461339372	0.243760757315	0.275393115172
k__Bacteria;p__Armatimonadetes	0.00041755396885	0.000577700751011	0.000397569148634	0.000263455024464	0.000630318310747	0.000648424328881	0.00033788349777	0.000538664113	0.000211569848274	0.0001946878042	0.000139703827885	0.000850340136054	0.000417676050455	0.000558607206033	0.000334985930591	0.000557223787264	0.000316997400621	0.000550458715596	0.000699463744463	0.000535762121618	0.000673355329607	0.000578592092575	0.00138148806	0.000599340725202	0.0	0.000645438898451	0.000849978750531
k__Bacteria;p__Bacteroidetes	0.0527370662658	0.139721053066	0.0732095189413	0.0393300715092	0.0334068704696	0.0911036182078	0.0493309906744	0.0564998802969	0.0266275766185	0.14915867056	0.0581167924001	0.0752551020408	0.0447748726088	0.0478540173168	0.0805976149002	0.0436801535461	0.0646674697267	0.060880733945	0.0585217999534	0.0334851326011	0.061679348192	0.0277724204436	0.13492533386	0.0368594545999	0.0291167906826	0.0533562822719	0.0369740756481
k__Bacteria;p__Chlamydiae	0.000751597143931	0.000907815465874	0.00141988981655	0.000489273616861	0.0	0.00142653352354	0.00121638059197	0.000778070385444	0.000423139696548	0.000723126129885	0.000488963397597	0.000425170068027	0.00077966196085	0.000558607206033	0.000803966233418	0.000464353156054	0.000507195840994	0.000660550458716	0.000466309162975	0.0	0.00114470406033	0.000192864030858	0.000657851457141	0.000899011087803	0.000647039792947	0.000215146299484	0.0
k__Bacteria;p__Chlorobi	0.000292287778195	0.000165057357432	0.000170386777986	0.000225818592397	0.000315159155373	0.000194527298664	0.000743343695094	0.000478812544889	9.06727921175e-05	5.56250869142e-05	0.000209555741827	0.0	0.000139225350152	0.000372404804022	0.000267988744473	0.000154784385351	0.000126798960249	0.000330275229358	0.0	0.000267881060809	0.000336677664804	0.0	0.00032892572857	0.000299670362601	0.000323519896474	0.000215146299484	0.0
k__Bacteria;p__Chloroflexi	0.0729884337551	0.0807130477841	0.0717328335321	0.0595784719609	0.0718562874251	0.0492802489949	0.0510879848628	0.058175724204	0.0538596385178	0.0445835071617	0.0608410170439	0.0667517006803	0.0634867596692	0.0596778698445	0.0656572423958	0.0604897377953	0.0383566854752	0.0693944954128	0.0662159011425	0.0685775515671	0.0545417816982	0.0786885245902	0.0692717584369	0.0776146239137	0.0844386929796	0.109724612737	0.0756481087973
